customer_id,first_name,last_name,email,active,address,district,postal_code,city,country,rental_date,return_date,amount,payment_date,rental_duration
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-05-25 11:30:37","2005-06-03 12:00:37",2.99,"2005-05-25 11:30:37",9
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-05-28 10:35:23","2005-06-03 06:32:23",0.99,"2005-05-28 10:35:23",6
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-15 00:54:12","2005-06-23 02:42:12",5.99,"2005-06-15 00:54:12",8
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-15 18:02:53","2005-06-19 15:54:53",0.99,"2005-06-15 18:02:53",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-15 21:08:46","2005-06-25 02:26:46",9.99,"2005-06-15 21:08:46",10
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-16 15:18:57","2005-06-17 21:05:57",4.99,"2005-06-16 15:18:57",1
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-18 08:41:48","2005-06-22 03:36:48",4.99,"2005-06-18 08:41:48",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-18 13:33:59","2005-06-19 17:40:59",0.99,"2005-06-18 13:33:59",1
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-06-21 06:24:45","2005-06-28 03:28:45",3.99,"2005-06-21 06:24:45",7
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-08 03:17:05","2005-07-14 01:19:05",5.99,"2005-07-08 03:17:05",6
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-08 07:33:56","2005-07-12 13:25:56",5.99,"2005-07-08 07:33:56",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-09 13:24:07","2005-07-14 14:01:07",4.99,"2005-07-09 13:24:07",5
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-09 16:38:01","2005-07-13 18:02:01",4.99,"2005-07-09 16:38:01",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-11 10:13:46","2005-07-19 13:15:46",7.99,"2005-07-11 10:13:46",8
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-27 11:31:22","2005-07-31 06:50:22",2.99,"2005-07-27 11:31:22",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-28 09:04:45","2005-07-30 12:37:45",4.99,"2005-07-28 09:04:45",2
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-28 16:18:23","2005-07-30 17:56:23",4.99,"2005-07-28 16:18:23",2
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-28 17:33:39","2005-07-29 20:17:39",0.99,"2005-07-28 17:33:39",1
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-28 19:20:07","2005-07-29 22:54:07",0.99,"2005-07-28 19:20:07",1
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-29 03:58:49","2005-08-01 05:16:49",2.99,"2005-07-29 03:58:49",3
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-07-31 02:42:18","2005-08-02 23:26:18",2.99,"2005-07-31 02:42:18",2
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-01 08:51:04","2005-08-10 12:12:04",4.99,"2005-08-01 08:51:04",9
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-02 15:36:52","2005-08-10 16:40:52",3.99,"2005-08-02 15:36:52",8
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-02 18:01:38","2005-08-04 13:19:38",0.99,"2005-08-02 18:01:38",2
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-17 12:37:54","2005-08-19 10:11:54",4.99,"2005-08-17 12:37:54",2
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-18 03:57:29","2005-08-22 23:05:29",0.99,"2005-08-18 03:57:29",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-19 09:55:16","2005-08-20 14:44:16",0.99,"2005-08-19 09:55:16",1
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-19 13:56:54","2005-08-23 08:50:54",2.99,"2005-08-19 13:56:54",4
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-21 23:33:57","2005-08-23 01:30:57",0.99,"2005-08-21 23:33:57",2
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-22 01:27:57","2005-08-27 07:01:57",1.99,"2005-08-22 01:27:57",5
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-22 19:41:37","2005-08-28 22:49:37",2.99,"2005-08-22 19:41:37",6
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-08-22 20:03:46","2005-08-30 01:51:46",5.99,"2005-08-22 20:03:46",8
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-05-27 00:09:24","2005-05-28 04:30:24",4.99,"2005-05-27 00:09:24",1
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-06-17 20:54:58","2005-06-24 00:41:58",2.99,"2005-06-17 20:54:58",7
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-10 06:31:24","2005-07-13 02:36:24",2.99,"2005-07-10 06:31:24",3
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-10 12:38:56","2005-07-19 17:02:56",6.99,"2005-07-10 12:38:56",9
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-27 14:30:42","2005-08-02 16:48:42",4.99,"2005-07-27 14:30:42",6
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-27 15:23:02","2005-08-04 10:35:02",5.99,"2005-07-27 15:23:02",8
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-27 18:40:20","2005-08-02 21:07:20",5.99,"2005-07-27 18:40:20",6
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-29 00:12:59","2005-08-06 19:52:59",5.99,"2005-07-29 00:12:59",8
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-29 12:56:59","2005-08-01 08:39:59",2.99,"2005-07-29 12:56:59",3
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-29 17:14:29","2005-08-02 16:01:29",5.99,"2005-07-29 17:14:29",4
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-30 06:06:10","2005-08-04 10:45:10",4.99,"2005-07-30 06:06:10",5
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-30 13:47:43","2005-08-08 18:52:43",10.99,"2005-07-30 13:47:43",9
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-30 14:14:11","2005-08-05 11:19:11",0.99,"2005-07-30 14:14:11",6
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-30 16:21:13","2005-08-08 11:57:13",6.99,"2005-07-30 16:21:13",9
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-30 22:39:53","2005-08-06 16:43:53",6.99,"2005-07-30 22:39:53",7
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-07-31 21:58:56","2005-08-03 19:44:56",2.99,"2005-07-31 21:58:56",3
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-08-01 09:45:26","2005-08-06 06:28:26",0.99,"2005-08-01 09:45:26",5
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-08-02 02:10:56","2005-08-02 21:23:56",0.99,"2005-08-02 02:10:56",0
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-08-02 07:41:41","2005-08-10 10:37:41",5.99,"2005-08-02 07:41:41",8
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-08-02 10:43:48","2005-08-10 10:55:48",6.99,"2005-08-02 10:43:48",8
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1,"1121 loja avenue",california,17886,"san bernardino","united states","2005-08-02 13:44:53","2005-08-04 16:39:53",2.99,"2005-08-02 13:44:53",2
